loan_amnt,int_rate,annual_inc,dti,fico_range_low,revol_util,target
21075.0,14.64,47000.0,19.87,730.0,37.8,0
10000.0,18.25,34000.0,20.19,660.0,73.8,1
9600.0,12.79,35000.0,31.45,660.0,82.2,0
21000.0,7.89,90000.0,6.65,690.0,55.5,0
26400.0,18.25,64000.0,26.81,675.0,93.3,1
2000.0,7.97,22343.0,24.29,800.0,11.2,0
16000.0,10.99,54000.0,19.42,680.0,62.4,0
12000.0,18.55,46820.8,7.84,660.0,77.3,0
24000.0,25.8,85000.0,21.67,660.0,84.8,1
26100.0,21.99,120000.0,12.75,665.0,59.0,0
12075.0,21.99,65580.0,16.4,670.0,53.9,0
10650.0,6.03,150000.0,15.25,735.0,61.3,0
7075.0,14.65,25000.0,15.27,690.0,22.5,0
5000.0,12.74,175000.0,27.42,695.0,81.4,0
6000.0,10.42,41200.0,24.56,705.0,25.1,1
35000.0,9.99,300000.0,16.38,725.0,49.4,0
20000.0,14.99,117000.0,11.53,705.0,83.4,0
6000.0,5.32,70000.0,16.18,715.0,26.1,0
5000.0,10.49,20000.0,21.31,695.0,35.9,0
15000.0,11.22,40000.0,28.31,680.0,57.4,1
12000.0,12.99,40000.0,32.01,750.0,48.3,0
20000.0,11.49,125000.0,23.78,700.0,79.8,0
24000.0,16.99,70000.0,26.59,670.0,78.5,1
5000.0,12.69,47000.0,29.78,660.0,62.6,0
10400.0,16.29,48000.0,10.05,700.0,50.5,1
8400.0,8.24,60000.0,28.42,725.0,22.7,1
5000.0,14.65,38000.0,13.2,680.0,29.1,0
6000.0,9.75,58900.0,15.77,675.0,65.5,0
22000.0,14.65,65000.0,18.31,660.0,72.0,0
9650.0,24.08,65000.0,21.08,675.0,71.6,0
5500.0,8.81,96000.0,11.16,685.0,14.6,0
25000.0,26.3,76000.0,25.03,715.0,43.1,1
10400.0,9.16,55000.0,22.52,695.0,24.6,0
24000.0,11.53,92000.0,31.49,665.0,99.8,0
27000.0,12.49,75000.0,24.28,670.0,44.0,0
10900.0,12.99,55000.0,22.23,715.0,62.1,1
8500.0,6.07,100000.0,1.21,785.0,1.6,0
4400.0,5.99,48000.0,8.43,745.0,11.6,0
17275.0,18.25,60000.0,32.34,680.0,52.1,0
10000.0,7.51,24000.0,10.8,785.0,1.7,0
7200.0,7.9,37000.0,17.55,715.0,42.3,0
7500.0,9.17,70000.0,7.82,700.0,19.3,1
12000.0,9.99,30000.0,17.56,660.0,56.9,0
7500.0,10.75,70000.0,13.71,700.0,44.8,0
13250.0,16.78,52500.0,14.17,690.0,61.2,0
6075.0,17.56,21600.0,12.44,675.0,66.9,0
2500.0,18.06,44000.0,22.97,670.0,80.4,0
25650.0,7.9,82000.0,16.27,750.0,49.6,0
6000.0,18.49,90000.0,12.87,675.0,95.2,0
16000.0,13.67,60000.0,24.84,670.0,29.6,0
35000.0,15.41,152000.0,17.67,695.0,67.3,0
16500.0,14.65,55000.0,38.34,700.0,96.9,0
16000.0,14.65,61000.0,22.59,685.0,94.5,1
21000.0,13.98,75000.0,31.58,735.0,49.8,0
20000.0,25.82,63453.0,12.77,670.0,63.2,0
5600.0,11.49,88265.0,22.96,675.0,73.6,1
7200.0,9.44,95000.0,13.77,670.0,45.8,0
15000.0,10.91,70000.0,17.93,660.0,48.4,0
24000.0,7.89,120000.0,14.5,815.0,11.3,0
20000.0,15.99,78000.0,15.52,680.0,47.9,0
3000.0,11.47,36000.0,9.87,670.0,30.6,0
10200.0,14.65,30000.0,19.28,670.0,75.8,0
10000.0,11.86,77256.0,20.13,700.0,35.6,0
15000.0,7.26,75000.0,8.61,705.0,31.7,0
13200.0,19.22,40000.0,19.5,670.0,48.6,0
20000.0,9.62,65000.0,21.84,775.0,25.5,0
24000.0,23.28,104500.0,24.34,710.0,73.8,0
15000.0,9.75,50000.0,17.79,685.0,75.4,0
5000.0,9.16,15000.0,31.36,730.0,21.0,0
18000.0,13.99,50000.0,9.06,660.0,56.7,0
12000.0,19.72,100000.0,6.71,660.0,80.6,0
22000.0,7.62,101000.0,4.59,735.0,22.2,0
20000.0,25.99,70000.0,12.72,680.0,55.0,0
10000.0,19.99,25000.0,34.42,665.0,41.6,1
16225.0,17.57,65000.0,28.59,680.0,72.8,0
15000.0,11.53,83000.0,19.97,690.0,57.9,0
14025.0,17.57,32000.0,7.47,710.0,61.2,0
9000.0,6.24,90000.0,11.43,790.0,25.3,0
24000.0,8.18,158000.0,11.9,690.0,89.1,0
10000.0,14.99,50000.0,6.17,665.0,49.0,0
35000.0,12.69,74000.0,10.54,680.0,34.7,1
15000.0,7.9,87500.0,17.3,725.0,34.5,1
18000.0,15.31,48000.0,8.95,670.0,63.0,0
2400.0,14.07,92000.0,11.15,670.0,32.6,0
32000.0,19.03,100000.0,15.7,660.0,87.8,1
29900.0,21.45,65000.0,4.27,700.0,74.1,1
19200.0,13.49,115000.0,33.5,680.0,83.9,0
20000.0,13.56,163000.0,14.92,705.0,37.7,0
7000.0,5.32,68000.0,8.19,770.0,8.4,0
4000.0,10.74,45600.0,11.66,685.0,21.0,0
10200.0,9.17,25000.0,32.98,660.0,54.1,0
10000.0,10.49,55000.0,18.48,680.0,66.6,0
11200.0,13.67,180000.0,15.6,660.0,81.3,0
25000.0,14.03,56000.0,29.58,740.0,47.5,0
8725.0,17.77,100000.0,7.33,695.0,31.0,0
12000.0,17.27,85000.0,14.44,660.0,84.5,0
30000.0,13.58,175550.0,28.0,715.0,54.0,0
35000.0,19.19,76000.0,21.7,670.0,49.8,0
17600.0,19.53,300000.0,2.5,670.0,70.5,0
10000.0,7.62,55000.0,20.51,730.0,33.5,0
10725.0,16.49,30000.0,38.44,670.0,51.4,0
19200.0,26.3,53000.0,20.83,670.0,67.5,0
8400.0,10.75,35600.0,30.44,665.0,39.6,1
29700.0,9.71,75000.0,11.24,720.0,20.2,0
12000.0,12.12,61000.0,16.64,690.0,53.4,0
5400.0,14.46,18000.0,29.87,730.0,54.5,1
16000.0,9.99,76190.0,6.38,705.0,62.1,0
17000.0,6.03,62000.0,19.2,740.0,73.8,0
16000.0,14.65,56033.0,22.57,690.0,49.3,0
7750.0,11.14,90000.0,12.39,700.0,31.3,0
2500.0,12.29,39000.0,14.31,690.0,25.3,0
10000.0,13.11,41714.0,15.61,690.0,90.4,0
5050.0,19.03,14868.0,30.02,665.0,57.4,1
8000.0,8.18,30000.0,33.42,715.0,89.9,0
6000.0,7.89,32000.0,21.94,685.0,49.0,1
30000.0,23.99,90000.0,15.68,665.0,93.7,0
2500.0,17.09,80000.0,12.35,695.0,57.0,0
6000.0,13.67,33800.0,6.85,690.0,3.0,0
10000.0,15.95,71400.0,18.55,745.0,91.5,0
15000.0,19.47,60000.0,31.72,670.0,54.3,0
20000.0,15.31,70000.0,27.43,705.0,53.2,0
2975.0,13.65,110000.0,13.27,715.0,72.3,0
18000.0,16.99,90000.0,23.24,700.0,86.2,0
23500.0,9.99,65000.0,24.35,715.0,29.2,0
12500.0,16.14,44000.0,8.1,680.0,79.2,0
12000.0,11.99,52000.0,7.04,675.0,52.0,0
3000.0,6.03,30000.0,3.5,790.0,1.9,0
28000.0,8.39,120000.0,21.15,720.0,38.7,0
15000.0,11.99,52000.0,32.29,705.0,62.2,0
7000.0,12.74,16692.0,28.18,695.0,49.5,0
10000.0,7.26,48000.0,12.29,715.0,63.6,0
25000.0,11.44,75000.0,23.47,685.0,47.8,0
12425.0,15.23,44000.0,18.3,705.0,72.2,0
36000.0,11.49,230000.0,3.93,700.0,35.6,0
15000.0,13.99,72000.0,38.63,670.0,60.8,1
3000.0,7.97,45000.0,6.99,780.0,0.0,0
6075.0,26.77,69999.0,36.4,665.0,39.0,0
2500.0,22.91,35000.0,11.39,665.0,25.4,1
20000.0,13.98,98000.0,8.9,680.0,98.5,0
6000.0,6.03,70000.0,8.42,770.0,12.4,0
30000.0,11.67,150000.0,12.44,675.0,83.1,0
7000.0,12.59,25200.0,32.08,685.0,89.0,0
17000.0,12.05,150000.0,12.1,680.0,70.0,0
8000.0,11.99,27000.0,29.16,660.0,58.1,1
12000.0,6.03,135000.0,11.2,730.0,34.1,0
1000.0,20.99,27000.0,28.67,660.0,43.1,0
12600.0,9.75,70000.0,12.82,700.0,21.3,0
4875.0,15.61,77500.0,26.6,660.0,51.0,1
27625.0,17.57,68000.0,15.94,685.0,85.6,1
10000.0,9.17,45000.0,14.74,665.0,26.5,0
22825.0,11.44,80000.0,34.98,725.0,66.8,0
6500.0,16.02,44400.0,14.46,670.0,59.5,0
15475.0,18.25,94097.61,30.37,685.0,98.3,0
21000.0,15.99,93000.0,26.48,685.0,50.3,0
20000.0,11.14,110000.0,24.82,685.0,73.4,1
5000.0,9.93,40664.0,10.86,710.0,6.5,0
2400.0,17.86,46750.0,34.48,660.0,63.3,0
8000.0,18.79,85000.0,6.2,665.0,90.2,0
10000.0,11.44,50000.0,13.87,705.0,23.5,0
40000.0,5.32,150000.0,8.9,825.0,3.6,0
15000.0,8.19,200000.0,20.6,675.0,62.8,0
15000.0,11.53,110000.0,13.15,675.0,61.5,0
18000.0,8.9,48000.0,7.2,755.0,35.8,0
11850.0,21.18,65000.0,5.02,680.0,45.7,0
3700.0,12.49,100000.0,22.0,660.0,51.3,0
12000.0,13.18,75000.0,11.66,700.0,62.4,0
15400.0,21.99,45357.0,18.79,680.0,34.7,0
10500.0,8.39,53400.0,33.35,700.0,41.9,0
15000.0,13.33,56000.0,24.32,690.0,24.7,0
30000.0,14.99,60000.0,29.82,740.0,81.3,0
10000.0,11.47,55000.0,4.21,705.0,71.6,0
17000.0,23.7,65000.0,7.28,685.0,67.8,0
18000.0,14.99,140000.0,8.16,695.0,39.0,1
7000.0,9.17,47000.0,14.27,700.0,75.5,0
16000.0,13.99,95000.0,17.8,680.0,70.1,1
16000.0,5.32,78900.0,17.1,740.0,28.3,0
4000.0,12.12,38400.0,19.2,720.0,97.0,0
25000.0,23.99,60000.0,23.12,680.0,73.9,0
2000.0,14.65,20000.0,9.18,685.0,79.0,0
15000.0,12.29,33755.0,34.57,730.0,65.8,1
3700.0,13.67,39174.0,19.98,680.0,1.2,1
10000.0,11.99,100000.0,19.48,675.0,50.9,1
6000.0,7.35,71000.0,7.22,720.0,17.4,0
16000.0,19.22,300000.0,2.66,695.0,72.7,0
12000.0,6.03,50000.0,11.16,785.0,31.6,0
10000.0,16.99,90000.0,27.07,685.0,72.8,0
9600.0,8.18,62500.0,17.36,670.0,27.0,0
12375.0,13.67,60000.0,31.12,665.0,85.1,0
12000.0,7.89,80000.0,5.0,680.0,55.4,0
7800.0,11.67,53500.0,20.39,710.0,62.1,0
5000.0,7.88,103992.0,9.7,740.0,0.0,0
12000.0,8.99,80000.0,9.3,705.0,8.6,0
9000.0,11.53,36000.0,26.4,675.0,47.4,0
7800.0,6.03,56000.0,12.13,755.0,12.4,0
15000.0,12.99,65000.0,14.11,660.0,50.8,0
10000.0,15.41,33500.0,19.13,665.0,51.4,0
14850.0,13.35,72000.0,15.33,675.0,41.6,0
5000.0,5.99,65000.0,10.49,750.0,16.4,0
12500.0,18.25,45000.0,15.68,660.0,64.0,0
10000.0,12.61,35547.19,39.42,760.0,29.1,0
1000.0,13.99,25000.0,14.74,665.0,18.6,1
7750.0,11.99,40000.0,12.3,690.0,51.9,0
15000.0,14.33,90000.0,30.63,695.0,92.7,0
14000.0,7.9,72000.0,22.0,705.0,45.8,0
4500.0,13.68,38000.0,19.86,705.0,17.5,1
25000.0,17.1,70000.0,25.75,670.0,70.7,0
5000.0,11.14,24000.0,3.3,715.0,9.7,0
10550.0,16.55,42000.0,37.37,695.0,77.6,0
10000.0,12.69,50000.0,21.24,670.0,82.8,1
6000.0,10.99,50000.0,19.8,660.0,55.9,0
8000.0,15.31,184000.0,12.99,690.0,36.2,0
21000.0,11.99,107000.0,13.22,690.0,75.9,0
14625.0,20.99,42000.0,28.23,670.0,57.8,1
1500.0,12.42,60000.0,19.78,690.0,59.7,0
14400.0,11.49,65000.0,12.46,735.0,79.6,1
3500.0,10.91,45800.0,33.91,710.0,21.6,0
10800.0,17.76,51000.0,24.16,695.0,55.2,0
29200.0,18.99,154000.0,18.66,695.0,93.2,1
20000.0,16.02,76000.0,12.9,670.0,27.5,0
5000.0,9.75,33000.0,3.09,745.0,2.2,0
21200.0,10.16,47715.0,12.65,750.0,34.9,0
12000.0,7.26,96000.0,22.1,715.0,52.4,0
24000.0,7.9,96100.0,14.53,690.0,68.5,0
35000.0,8.18,110000.0,10.68,705.0,62.7,0
6600.0,7.89,49000.0,20.13,710.0,59.7,1
25000.0,8.59,120000.0,23.96,725.0,61.7,0
16000.0,21.49,50650.0,9.38,665.0,91.0,1
9500.0,14.33,35000.0,19.46,685.0,61.5,0
20000.0,7.89,100000.0,21.35,710.0,72.7,0
19000.0,23.88,39000.0,30.83,725.0,29.2,1
12000.0,13.65,90000.0,4.93,675.0,24.5,0
18500.0,9.17,100000.0,19.12,690.0,68.4,0
4600.0,8.59,51996.0,11.91,735.0,15.6,0
2750.0,10.42,85000.0,10.93,680.0,22.9,0
7450.0,13.49,64000.0,14.49,660.0,89.0,0
5000.0,16.99,60000.0,25.54,665.0,45.4,1
25000.0,13.33,104000.0,16.95,700.0,98.7,0
5000.0,13.66,31200.0,26.12,660.0,23.8,0
3600.0,9.44,53000.0,15.26,745.0,24.9,0
17600.0,13.99,56000.0,31.98,665.0,63.4,1
5950.0,12.12,22150.0,27.63,680.0,71.5,0
25000.0,7.97,80000.0,25.4,815.0,0.0,0
16000.0,12.69,95000.0,27.84,715.0,46.7,0
18000.0,11.99,65692.0,16.4,700.0,34.8,0
25000.0,11.44,73800.0,16.34,695.0,42.2,0
27200.0,11.44,81000.0,22.81,680.0,44.2,0
17775.0,18.99,39500.0,24.24,755.0,43.3,1
17475.0,11.99,39000.0,27.33,700.0,82.3,0
16800.0,9.17,65000.0,23.01,690.0,36.0,0
6000.0,16.29,24000.0,28.2,660.0,64.4,1
10000.0,8.99,75750.0,16.71,670.0,55.2,0
20000.0,12.79,58000.0,13.35,685.0,52.0,0
6500.0,17.57,33000.0,14.62,685.0,45.9,1
15000.0,18.25,40000.0,27.67,675.0,64.2,0
35000.0,11.53,170000.0,25.68,735.0,31.2,1
15500.0,14.99,51802.0,19.11,695.0,72.0,1
4375.0,19.05,40000.0,27.93,670.0,57.5,1
12000.0,7.12,60000.0,24.68,735.0,33.6,0
8000.0,11.53,160000.0,20.64,710.0,52.0,0
11000.0,7.97,21996.0,16.69,735.0,45.1,0
20000.0,9.25,151000.0,13.13,755.0,19.4,0
35000.0,14.08,105000.0,15.46,725.0,56.6,0
12600.0,12.73,72000.0,15.23,700.0,28.2,0
20000.0,6.89,80000.0,24.23,770.0,32.7,0
13000.0,8.9,146400.0,7.92,685.0,61.3,0
8000.0,7.49,73000.0,27.75,695.0,62.6,0
20000.0,17.57,108000.0,20.13,725.0,37.1,0
22950.0,18.24,50000.0,23.96,690.0,64.1,0
7000.0,15.31,38000.0,2.21,665.0,79.2,0
35000.0,14.99,200000.0,4.07,705.0,0.4,1
25000.0,5.32,200000.0,3.82,810.0,8.2,0
10000.0,16.29,50000.0,26.64,660.0,65.0,0
8000.0,9.17,89000.0,18.77,700.0,41.0,1
13000.0,18.99,59000.0,20.63,665.0,31.5,0
17000.0,14.47,60000.0,34.56,680.0,72.7,0
15000.0,10.99,59000.0,16.23,680.0,60.8,0
35000.0,12.29,150000.0,11.99,715.0,50.9,0
10000.0,11.99,49000.0,16.09,665.0,47.5,1
18000.0,13.99,150000.0,21.0,685.0,96.0,0
5000.0,11.39,40000.0,17.28,735.0,20.0,1
5000.0,23.43,48000.0,21.43,670.0,67.1,0
10000.0,7.69,55000.0,3.23,725.0,54.7,0
16000.0,13.98,49000.0,13.61,665.0,96.7,0
10000.0,28.72,85428.0,19.97,660.0,65.3,0
4000.0,12.39,43000.0,9.85,720.0,33.5,0
30000.0,8.49,80000.0,8.07,785.0,0.9,0
2500.0,17.14,110000.0,22.52,695.0,78.7,0
8000.0,7.89,51840.0,9.42,715.0,37.1,0
22250.0,22.7,50000.0,26.07,660.0,75.8,0
6600.0,12.69,16347.0,27.68,680.0,59.5,1
21000.0,11.99,78000.0,14.35,710.0,29.7,1
8400.0,7.26,37000.0,14.37,755.0,19.6,0
5000.0,11.47,22000.0,12.11,675.0,44.6,0
25975.0,13.05,140000.0,8.35,690.0,58.0,0
7000.0,11.53,78000.0,25.31,720.0,10.6,0
8000.0,11.49,49000.0,24.76,675.0,68.4,0
7125.0,11.67,51000.0,26.99,740.0,36.6,1
25000.0,16.99,120000.0,22.68,685.0,76.8,1
5000.0,12.69,56791.0,13.0,720.0,98.5,0
10000.0,7.97,52209.0,16.64,690.0,41.4,1
9000.0,14.33,75000.0,11.52,680.0,79.8,0
6450.0,10.49,64000.0,4.89,675.0,37.6,0
8400.0,14.46,57000.0,18.82,660.0,62.0,1
8000.0,7.39,90000.0,2.96,700.0,35.2,0
19175.0,19.99,50000.0,18.87,660.0,66.2,0
23350.0,9.93,65000.0,19.81,730.0,13.7,0
25000.0,17.27,80000.0,14.48,685.0,37.1,0
6000.0,10.75,75000.0,12.34,685.0,41.8,0
35000.0,7.49,210000.0,21.9,705.0,78.0,0
5000.0,7.24,26000.0,17.13,695.0,41.4,0
7000.0,9.75,35000.0,22.36,670.0,51.9,1
20000.0,9.99,113000.0,15.31,690.0,82.0,0
11000.0,13.99,50000.0,18.48,680.0,37.1,0
17600.0,30.99,75000.0,9.63,670.0,25.1,0
25000.0,8.9,130000.0,12.01,710.0,56.9,0
16000.0,12.69,87500.0,20.98,685.0,82.0,0
10000.0,14.98,52500.0,23.36,695.0,60.2,0
5000.0,8.24,65000.0,20.51,685.0,30.7,0
30000.0,14.65,110000.0,11.14,675.0,38.0,0
3500.0,10.16,42600.0,33.8,710.0,47.7,0
16000.0,16.99,80000.0,14.45,685.0,45.1,0
11000.0,14.65,25000.0,19.44,680.0,49.9,0
15000.0,12.29,44160.0,26.6,660.0,91.7,0
24000.0,7.89,100000.0,17.09,730.0,3.8,0
18000.0,7.56,120000.0,17.93,710.0,52.3,0
16000.0,7.62,53000.0,16.06,705.0,61.5,0
24000.0,7.9,85000.0,14.5,715.0,64.8,0
16000.0,26.57,52000.0,34.89,660.0,82.5,1
35000.0,16.29,95000.0,22.22,710.0,87.5,0
14000.0,9.17,60000.0,27.21,675.0,48.2,0
12000.0,12.99,77000.0,18.02,700.0,79.2,0
10000.0,20.2,38000.0,9.35,660.0,60.3,1
10500.0,18.25,35000.0,12.96,660.0,47.3,0
40000.0,9.16,125000.0,4.69,770.0,48.9,1
30000.0,6.49,95000.0,18.73,765.0,12.7,0
16200.0,13.59,52100.0,6.91,705.0,23.3,0
19000.0,6.49,75000.0,16.9,715.0,36.7,0
15000.0,11.67,50000.0,22.12,690.0,49.6,1
5200.0,5.42,61200.0,1.18,800.0,66.1,0
24000.0,6.99,80000.0,11.67,755.0,32.4,0
20000.0,24.99,75000.0,21.1,690.0,30.4,0
15000.0,9.17,240000.0,16.98,720.0,89.0,0
10000.0,19.19,70000.0,9.36,695.0,8.9,0
1450.0,13.99,65000.0,22.43,685.0,97.5,0
24000.0,16.99,55000.0,26.45,680.0,60.5,0
11200.0,15.31,40000.0,25.56,690.0,81.3,1
6000.0,7.49,27000.0,29.02,680.0,27.4,0
20000.0,12.74,75000.0,23.97,720.0,29.3,0
26600.0,22.99,60000.0,37.42,660.0,80.3,0
3000.0,10.42,85000.0,14.34,725.0,53.6,0
12000.0,13.53,70000.0,10.95,660.0,63.2,0
13000.0,5.32,151000.0,16.01,710.0,51.5,0
8000.0,10.64,55000.0,10.23,680.0,57.4,0
9000.0,13.68,50000.0,20.83,710.0,86.5,0
6400.0,7.89,50000.0,25.88,680.0,44.3,0
7000.0,6.39,26000.0,27.84,790.0,21.5,0
3000.0,18.85,90000.0,7.47,680.0,90.9,0
8000.0,13.35,35900.0,19.49,670.0,94.9,0
2000.0,9.75,96000.0,13.29,660.0,41.2,0
10000.0,11.99,47000.0,17.31,675.0,33.7,0
6000.0,19.05,112000.0,9.71,660.0,43.2,0
24000.0,20.75,150000.0,22.69,685.0,36.1,0
19200.0,7.89,45000.0,17.36,715.0,95.6,0
20000.0,17.57,125000.0,26.84,695.0,73.8,0
9000.0,7.69,62000.0,25.67,665.0,49.0,0
15000.0,15.31,89000.0,15.98,750.0,29.6,1
10000.0,18.25,32000.0,27.72,660.0,44.0,1
13500.0,8.9,41000.0,10.57,695.0,48.8,0
6000.0,11.39,43000.0,32.21,705.0,66.7,0
35000.0,12.99,84000.0,11.05,755.0,30.3,0
10000.0,13.67,65000.0,21.66,685.0,92.6,0
20000.0,5.32,125000.0,1.79,790.0,0.0,0
5600.0,8.9,63000.0,28.08,740.0,25.1,0
7950.0,14.65,62400.0,19.85,660.0,62.5,0
18000.0,9.99,45000.0,37.81,680.0,59.4,0
23400.0,17.57,129000.0,22.72,680.0,94.6,0
20375.0,20.49,68000.0,14.93,725.0,31.7,1
6400.0,11.53,70000.0,5.81,660.0,22.3,0
35000.0,17.1,146000.0,12.76,705.0,80.1,0
8250.0,7.51,43000.0,28.05,755.0,86.1,0
10000.0,12.99,60000.0,27.64,710.0,48.8,0
6600.0,11.53,37000.0,17.32,690.0,31.8,0
14000.0,19.52,75000.0,21.34,660.0,84.4,0
8000.0,11.48,36000.0,30.67,685.0,41.5,1
2500.0,10.99,70000.0,26.86,725.0,51.7,0
30000.0,7.49,142000.0,15.39,815.0,0.3,0
15800.0,13.44,54500.0,16.8,725.0,78.4,1
8000.0,9.99,54000.0,16.91,695.0,87.5,0
12300.0,8.18,45000.0,31.89,745.0,78.3,0
24000.0,13.33,70000.0,12.64,675.0,59.5,1
16000.0,14.08,85000.0,17.4,710.0,71.3,1
10000.0,5.32,40000.0,20.79,795.0,17.3,0
25325.0,21.18,80000.0,22.13,670.0,62.1,0
5425.0,17.27,23000.0,10.07,710.0,0.4,0
5000.0,7.39,36000.0,28.9,765.0,38.7,0
10000.0,7.24,57000.0,5.03,680.0,42.4,0
9600.0,12.49,65000.0,21.52,665.0,9.8,0
20000.0,22.99,98000.0,19.6,670.0,90.4,1
8000.0,15.99,43000.0,22.02,660.0,40.5,0
28000.0,6.68,85000.0,22.69,740.0,62.5,0
3000.0,12.99,36000.0,30.6,665.0,44.8,0
19200.0,16.29,78000.0,22.15,700.0,30.8,0
6000.0,7.39,36000.0,30.51,800.0,2.0,0
20000.0,10.99,125000.0,18.15,685.0,62.2,0
35000.0,13.44,120380.0,18.75,695.0,39.8,1
10600.0,11.49,200000.0,6.02,665.0,65.3,0
16000.0,10.49,45000.0,25.07,690.0,69.6,0
8000.0,8.67,102960.0,23.59,675.0,88.0,0
12000.0,7.96,60000.0,15.02,710.0,35.9,0
11000.0,12.49,47000.0,11.18,720.0,39.0,0
10000.0,10.49,25000.0,22.18,705.0,59.6,0
6000.0,13.67,24000.0,7.4,660.0,38.2,1
3000.0,9.44,12000.0,16.32,765.0,18.8,0
27000.0,24.99,119000.0,14.91,690.0,90.1,0
20000.0,11.53,59000.0,17.37,675.0,69.0,1
4575.0,16.99,33000.0,15.67,680.0,36.5,0
10000.0,8.39,39000.0,6.15,665.0,68.3,0
3900.0,11.22,55000.0,35.12,710.0,48.9,0
14000.0,16.29,36000.0,12.46,690.0,40.9,0
18000.0,20.99,95695.0,24.19,665.0,25.8,0
8000.0,6.39,63500.0,6.5,670.0,35.7,0
10000.0,15.31,38000.0,20.53,705.0,76.7,0
18000.0,11.49,58800.0,23.41,660.0,74.4,0
12000.0,12.49,51000.0,2.26,690.0,13.9,0
16000.0,15.31,74000.0,23.82,660.0,90.2,0
20000.0,13.59,60000.0,5.78,705.0,0.0,1
16000.0,10.99,45000.0,10.32,700.0,54.2,0
11900.0,12.99,29797.0,8.1,725.0,43.7,0
5600.0,13.98,50000.0,13.59,675.0,22.2,0
9000.0,13.99,75000.0,15.66,670.0,83.7,1
33500.0,30.65,67000.0,27.83,700.0,67.9,0
8000.0,10.91,105000.0,31.52,695.0,63.9,1
22400.0,5.32,110000.0,10.89,750.0,36.6,0
35000.0,18.25,220000.0,16.18,705.0,88.3,1
14600.0,17.86,43000.0,29.78,680.0,56.1,0
20000.0,11.39,50377.0,21.99,695.0,57.0,1
12000.0,7.35,50000.0,37.37,780.0,7.5,0
10200.0,17.57,204000.0,0.82,730.0,42.0,0
22400.0,17.56,77054.0,22.32,675.0,59.8,0
12000.0,7.97,60400.0,28.61,740.0,30.9,0
9600.0,13.33,39000.0,24.31,665.0,97.1,0
35000.0,25.89,200000.0,14.77,690.0,65.4,0
4000.0,13.67,55000.0,37.12,740.0,6.8,0
24800.0,12.49,70000.0,17.69,675.0,82.2,1
25000.0,6.03,120000.0,17.41,750.0,34.3,0
15000.0,11.39,60000.0,33.0,720.0,63.1,0
24000.0,13.99,72000.0,25.12,705.0,53.9,0
7200.0,21.49,29500.0,26.93,680.0,38.6,0
4000.0,10.16,36000.0,31.77,720.0,89.6,0
6150.0,18.55,59858.0,6.54,665.0,57.0,0
18700.0,18.25,52000.0,6.88,665.0,95.2,0
35000.0,10.99,150000.0,14.26,730.0,49.9,0
18000.0,22.74,58246.0,28.27,700.0,60.4,1
1000.0,25.34,42000.0,39.91,725.0,37.6,0
8000.0,10.15,62000.0,30.55,660.0,98.6,0
10000.0,11.14,95000.0,8.8,685.0,76.2,0
18625.0,19.53,42421.0,34.51,685.0,54.1,0
35000.0,16.49,94000.0,25.9,680.0,95.9,0
6000.0,16.55,69500.0,26.52,690.0,46.7,0
8000.0,12.29,126000.0,10.23,675.0,79.0,0
21000.0,14.65,115000.0,30.43,725.0,68.0,1
17000.0,9.17,127174.0,15.3,700.0,70.1,1
8975.0,16.55,68000.0,20.19,700.0,36.1,0
1500.0,11.06,43200.0,9.19,675.0,6.2,0
10200.0,7.26,72000.0,15.22,750.0,26.2,0
20000.0,13.99,65000.0,28.72,735.0,8.7,0
4025.0,14.33,30000.0,32.09,680.0,50.4,1
15000.0,10.99,80000.0,18.57,665.0,92.3,0
2500.0,10.49,50000.0,27.22,715.0,37.3,0
9600.0,11.67,60000.0,11.98,685.0,55.0,0
28000.0,8.39,95000.0,5.15,750.0,47.8,0
21000.0,20.5,58000.0,21.75,705.0,55.7,0
9975.0,13.67,103000.0,9.72,660.0,48.7,1
10000.0,9.16,97000.0,12.61,660.0,40.7,0
20000.0,7.9,61000.0,16.41,695.0,60.6,0
22000.0,9.71,76000.0,11.98,730.0,36.9,0
20000.0,13.11,65000.0,17.18,690.0,59.4,0
2000.0,12.85,70000.0,20.81,685.0,56.8,1
23675.0,25.57,90000.0,22.45,670.0,74.0,1
20000.0,7.89,74000.0,12.31,695.0,64.0,0
10000.0,5.32,61000.0,8.91,725.0,35.4,0
30000.0,11.53,85000.0,11.29,690.0,52.3,0
5000.0,18.55,300000.0,19.36,670.0,77.6,0
15000.0,22.35,96000.0,25.75,660.0,67.4,0
12000.0,6.62,50000.0,23.59,760.0,20.2,0
12000.0,19.03,45000.0,33.22,670.0,33.5,0
15000.0,13.59,49992.0,6.91,715.0,59.7,0
10000.0,18.06,55000.0,30.26,660.0,58.7,1
12000.0,15.8,47000.0,18.92,670.0,83.5,1
12000.0,10.75,80000.0,21.72,705.0,43.7,0
7500.0,12.69,47500.0,30.68,685.0,94.2,0
11200.0,12.88,56000.0,34.85,670.0,72.9,0
8000.0,9.75,134296.0,14.91,685.0,95.0,0
10000.0,16.99,70000.0,13.7,675.0,93.0,1
15000.0,7.9,55000.0,8.47,710.0,38.6,0
16000.0,19.99,60000.0,31.88,660.0,57.7,0
12000.0,8.24,69200.0,18.78,720.0,47.6,0
6000.0,15.31,22000.0,27.65,670.0,51.7,0
